date,home_team,away_team,home_score,away_score,home_win
2023-12-06,St. Louis,Vegas,3,6,0
2023-12-06,Edmonton,Carolina,6,1,1
2023-12-07,Boston,Buffalo,1,3,0
2023-12-07,Detroit,San Jose,5,6,0
2023-12-07,Montréal,Los Angeles,0,4,0
2023-12-07,Ottawa,Toronto,3,4,0
2023-12-07,New York,Columbus,7,3,1
2023-12-07,Washington,Dallas,4,5,0
2023-12-07,Nashville,Tampa Bay,5,1,1
2023-12-07,Chicago,Anaheim,1,0,1
2023-12-07,Arizona,Philadelphia,1,4,0
2023-12-07,Calgary,Carolina,3,2,1
2023-12-07,Colorado,Winnipeg,2,4,0
2023-12-07,Vancouver,Minnesota,2,0,1
2023-12-07,Seattle,New Jersey,1,2,0
2023-12-08,Columbus,St. Louis,5,2,1
2023-12-08,Florida,Pittsburgh,3,1,1
2023-12-08,Edmonton,Minnesota,4,3,1
2023-12-09,Boston,Arizona,5,3,1
2023-12-09,Calgary,New Jersey,2,4,0
2023-12-09,Dallas,Vegas,1,6,0
2023-12-09,Buffalo,Montréal,2,3,0
2023-12-09,Detroit,Ottawa,1,5,0
2023-12-09,Toronto,Nashville,4,0,1
2023-12-09,Washington,New York,4,0,1
2023-12-09,New York,Los Angeles,3,2,1
2023-12-09,Chicago,St. Louis,3,1,1
2023-12-09,Colorado,Philadelphia,2,5,0
2023-12-09,Seattle,Tampa Bay,3,4,0
2023-12-09,Vancouver,Carolina,4,3,1
2023-12-10,Columbus,Florida,2,5,0
2023-12-10,Edmonton,New Jersey,4,1,1
2023-12-10,Chicago,Washington,2,4,0
2023-12-10,Montréal,Nashville,1,2,0
2023-12-10,New York,Los Angeles,4,1,1
2023-12-10,Anaheim,Winnipeg,2,4,0
2023-12-10,Seattle,Minnesota,0,3,0
2023-12-10,Vegas,San Jose,5,4,1
2023-12-11,Buffalo,Arizona,5,2,1
2023-12-11,New York,Toronto,4,3,1
2023-12-11,Dallas,Detroit,6,3,1
2023-12-11,Colorado,Calgary,6,5,1
2023-12-12,New York,Toronto,3,7,0
2023-12-12,Ottawa,Carolina,1,4,0
2023-12-12,Pittsburgh,Arizona,4,2,1
2023-12-12,St. Louis,Detroit,4,6,0
2023-12-12,Nashville,Philadelphia,3,2,1
2023-12-12,Edmonton,Chicago,4,1,1
2023-12-12,Seattle,Florida,4,0,1
2023-12-12,Vancouver,Tampa Bay,4,1,1
2023-12-12,Vegas,Calgary,5,4,1
2023-12-12,San Jose,Winnipeg,2,1,1
2023-12-13,Montréal,Pittsburgh,3,4,0
2023-12-13,New Jersey,Boston,2,1,1
2023-12-13,New York,Anaheim,4,3,1
2023-12-13,Colorado,Buffalo,5,1,1
2023-12-13,Los Angeles,Winnipeg,2,5,0
2023-12-14,Philadelphia,Washington,4,3,1
2023-12-14,Toronto,Columbus,5,6,0
2023-12-14,Detroit,Carolina,1,2,0
2023-12-14,Minnesota,Calgary,3,2,1
2023-12-14,St. Louis,Ottawa,4,2,1
2023-12-14,Edmonton,Tampa Bay,4,7,0
2023-12-14,Seattle,Chicago,7,1,1
2023-12-14,Vancouver,Florida,4,0,1
2023-12-15,New York,Anaheim,5,1,1
2023-12-15,Carolina,Nashville,5,6,0
2023-12-15,New York,Boston,4,5,0
2023-12-15,Dallas,Ottawa,5,4,1
2023-12-15,Arizona,San Jose,1,0,1
2023-12-15,Vegas,Buffalo,2,5,0
2023-12-16,Minnesota,Vancouver,2,1,1
2023-12-16,Boston,New York,1,2,0
2023-12-16,Columbus,New Jersey,3,6,0
2023-12-16,Montréal,New York,5,3,1
2023-12-16,Philadelphia,Detroit,1,0,1
2023-12-16,Toronto,Pittsburgh,7,0,1
2023-12-16,Winnipeg,Colorado,6,2,1
2023-12-16,Nashville,Washington,3,1,1
2023-12-16,St. Louis,Dallas,4,3,1
2023-12-16,Arizona,Buffalo,2,0,1
2023-12-16,Calgary,Tampa Bay,4,2,1
2023-12-16,Edmonton,Florida,1,5,0
2023-12-16,Seattle,Los Angeles,2,3,0
2023-12-17,Chicago,Vancouver,3,4,0
2023-12-17,Carolina,Washington,1,2,0
2023-12-17,New Jersey,Anaheim,1,5,0
2023-12-17,Colorado,San Jose,6,2,1
2023-12-17,Vegas,Ottawa,6,3,1
2023-12-18,Detroit,Anaheim,3,4,0
2023-12-18,Pittsburgh,Minnesota,4,3,1
2023-12-18,Winnipeg,Montréal,2,3,0
2023-12-18,Dallas,Seattle,4,3,1
2023-12-18,Calgary,Florida,3,1,1
2023-12-19,Boston,Minnesota,3,4,0
2023-12-19,Buffalo,Columbus,4,9,0
2023-12-19,Carolina,Vegas,6,3,1
2023-12-19,New Jersey,Philadelphia,2,3,0
2023-12-19,Tampa Bay,St. Louis,6,1,1
2023-12-19,Toronto,New York,2,5,0
2023-12-19,New York,Edmonton,3,1,1
2023-12-19,Nashville,Vancouver,2,5,0
2023-12-19,Chicago,Colorado,3,2,1
2023-12-19,Arizona,Ottawa,4,3,1
2023-12-19,San Jose,Los Angeles,1,4,0
2023-12-20,Winnipeg,Detroit,5,2,1
2023-12-20,Washington,New York,3,2,1
2023-12-20,Los Angeles,Seattle,1,2,0
2023-12-21,Buffalo,Toronto,9,3,1
2023-12-21,Columbus,Washington,2,3,0
2023-12-21,Florida,St. Louis,1,4,0
2023-12-21,Philadelphia,Nashville,2,4,0
2023-12-21,Pittsburgh,Carolina,2,1,1
2023-12-21,Tampa Bay,Vegas,5,4,1
2023-12-21,New Jersey,Edmonton,3,6,0
2023-12-21,Dallas,Vancouver,4,3,1
2023-12-21,Minnesota,Montréal,4,3,1
2023-12-21,Colorado,Ottawa,6,4,1
2023-12-21,Anaheim,Calgary,0,3,0
2023-12-21,San Jose,Arizona,2,5,0
2023-12-22,Detroit,Philadelphia,7,6,1
2023-12-22,New York,Edmonton,3,4,0
2023-12-22,Winnipeg,Boston,5,1,1
2023-12-22,Chicago,Montréal,2,5,0
2023-12-23,Nashville,Dallas,2,3,0
2023-12-23,Florida,Vegas,4,2,1
2023-12-23,Columbus,Toronto,1,4,0
2023-12-23,Minnesota,Boston,3,2,1
2023-12-23,New Jersey,Detroit,3,2,1
2023-12-23,Ottawa,Pittsburgh,5,4,1
2023-12-23,Washington,Tampa Bay,1,2,0
2023-12-23,Carolina,New York,4,5,0
2023-12-23,New York,Buffalo,4,3,1
2023-12-23,Anaheim,Seattle,2,3,0
2023-12-23,St. Louis,Chicago,7,5,1
2023-12-23,Colorado,Arizona,4,1,1
2023-12-23,Los Angeles,Calgary,5,3,1
2023-12-23,Vancouver,San Jose,7,4,1
2023-12-27,New Jersey,Columbus,4,3,1
2023-12-27,New York,Washington,5,1,1
2023-12-27,Tampa Bay,Florida,2,3,0
2023-12-27,Toronto,Ottawa,2,4,0
2023-12-27,Buffalo,Boston,1,4,0
2023-12-27,New York,Pittsburgh,0,7,0
2023-12-27,Minnesota,Detroit,6,3,1
2023-12-27,Nashville,Carolina,2,5,0
2023-12-27,St. Louis,Dallas,2,1,1
2023-12-27,Arizona,Colorado,5,4,1
2023-12-27,Chicago,Winnipeg,2,1,1
2023-12-27,Calgary,Seattle,1,2,0
2023-12-27,Anaheim,Vegas,5,2,1
2023-12-27,Los Angeles,San Jose,5,1,1
2023-12-28,Carolina,Montréal,5,3,1
2023-12-28,Vancouver,Philadelphia,1,4,0
2023-12-28,Vegas,Los Angeles,3,2,1
2023-12-28,San Jose,Edmonton,0,5,0
2023-12-29,Columbus,Toronto,6,5,1
2023-12-29,Detroit,Nashville,5,4,1
2023-12-29,Florida,New York,4,3,1
2023-12-29,Ottawa,New Jersey,2,6,0
2023-12-29,New York,Washington,5,1,1
2023-12-29,Dallas,Chicago,5,4,1
2023-12-29,St. Louis,Colorado,1,2,0
2023-12-29,Anaheim,Arizona,0,2,0
2023-12-29,Seattle,Philadelphia,2,1,1
2023-12-30,Winnipeg,Minnesota,4,2,1
2023-12-30,Buffalo,Columbus,3,2,1
2023-12-30,Boston,New Jersey,5,2,1
2023-12-30,Florida,Montréal,4,1,1
2023-12-30,Pittsburgh,St. Louis,4,2,1
2023-12-30,Tampa Bay,New York,1,5,0
2023-12-30,Toronto,Carolina,2,3,0
2023-12-30,Washington,Nashville,2,3,0
2023-12-30,Los Angeles,Edmonton,2,3,0
2023-12-31,Minnesota,Winnipeg,2,3,0
2023-12-31,Detroit,Boston,3,5,0
2023-12-31,Ottawa,Buffalo,5,1,1
2023-12-31,Pittsburgh,New York,3,1,1
2023-12-31,Tampa Bay,Montréal,4,3,1
2023-12-31,Anaheim,Edmonton,2,7,0
2023-12-31,Calgary,Philadelphia,4,3,1
2023-12-31,Colorado,San Jose,3,1,1
2023-12-31,Dallas,Chicago,8,1,1
2024-01-01,Seattle,Vegas,3,0,1
2024-01-02,Columbus,Boston,1,4,0
2024-01-02,New York,Carolina,1,6,0
2024-01-02,Pittsburgh,Washington,3,4,0
2024-01-02,Dallas,Montréal,3,4,0
2024-01-02,Minnesota,Calgary,1,3,0
2024-01-02,Nashville,Chicago,3,0,1
2024-01-02,Winnipeg,Tampa Bay,4,2,1
2024-01-02,Arizona,Florida,1,4,0
2024-01-02,Colorado,New York,5,4,1
2024-01-02,Edmonton,Philadelphia,5,2,1
2024-01-02,Vancouver,Ottawa,6,3,1
2024-01-02,Los Angeles,Toronto,0,3,0
2024-01-02,San Jose,Detroit,3,5,0
