date,home_team,away_team,home_score,away_score,home_win
2024-10-22,Philadelphia,Washington,1,4,0
2024-10-22,Florida,Minnesota,1,5,0
2024-10-22,New Jersey,Tampa Bay,5,8,0
2024-10-22,Buffalo,Dallas,4,2,1
2024-10-22,Montréal,New York,2,7,0
2024-10-22,Columbus,Toronto,6,2,1
2024-10-22,New York,Detroit,0,1,0
2024-10-22,St. Louis,Winnipeg,2,3,0
2024-10-22,Chicago,Vancouver,3,6,0
2024-10-22,Seattle,Colorado,2,3,0
2024-10-22,Nashville,Boston,4,0,1
2024-10-22,Edmonton,Carolina,2,3,0
2024-10-22,Utah,Ottawa,0,4,0
2024-10-22,Calgary,Pittsburgh,4,3,1
2024-10-22,Anaheim,San Jose,3,1,1
2024-10-22,Vegas,Los Angeles,6,1,1
2024-10-23,Washington,Philadelphia,6,3,1
2024-10-24,Boston,Dallas,2,5,0
2024-10-24,Toronto,St. Louis,1,5,0
2024-10-24,Detroit,New Jersey,5,3,1
2024-10-24,Tampa Bay,Minnesota,2,4,0
2024-10-24,New York,Florida,1,3,0
2024-10-24,Calgary,Carolina,2,4,0
2024-10-24,Utah,Colorado,1,5,0
2024-10-24,Seattle,Winnipeg,3,4,0
2024-10-24,Los Angeles,San Jose,3,2,1
2024-10-25,Vegas,Ottawa,6,4,1
2024-10-25,New Jersey,New York,3,4,0
2024-10-25,Chicago,Nashville,2,3,0
2024-10-25,Edmonton,Pittsburgh,4,0,1
2024-10-26,Buffalo,Detroit,5,3,1
2024-10-26,Philadelphia,Minnesota,7,5,1
2024-10-26,Los Angeles,Utah,3,2,1
2024-10-26,Boston,Toronto,4,3,1
2024-10-26,Montréal,St. Louis,5,2,1
2024-10-26,Tampa Bay,Washington,3,0,1
2024-10-26,New York,Anaheim,2,1,1
2024-10-26,Calgary,Winnipeg,3,5,0
2024-10-26,New York,Florida,3,6,0
2024-10-26,Nashville,Columbus,4,3,1
2024-10-26,Dallas,Chicago,4,2,1
2024-10-26,Vancouver,Pittsburgh,4,3,1
2024-10-26,Vegas,San Jose,7,3,1
2024-10-26,Seattle,Carolina,1,4,0
2024-10-27,Detroit,Edmonton,2,3,0
2024-10-27,New Jersey,Anaheim,6,2,1
2024-10-27,Philadelphia,Montréal,3,4,0
2024-10-27,Colorado,Ottawa,5,4,1
2024-10-28,Buffalo,Florida,2,5,0
2024-10-28,Columbus,Edmonton,6,1,1
2024-10-28,Tampa Bay,Nashville,3,2,1
2024-10-28,Winnipeg,Toronto,4,6,0
2024-10-28,Colorado,Chicago,2,5,0
2024-10-28,Utah,San Jose,4,5,0
2024-10-28,Vancouver,Carolina,3,4,0
2024-10-28,Vegas,Calgary,5,0,1
2024-10-29,Boston,Philadelphia,0,2,0
2024-10-29,Montréal,Seattle,2,8,0
2024-10-29,Ottawa,St. Louis,8,1,1
2024-10-29,New York,Anaheim,1,3,0
2024-10-29,Pittsburgh,Minnesota,3,5,0
2024-10-29,Washington,New York,5,3,1
2024-10-29,San Jose,Los Angeles,4,2,1
2024-10-30,Columbus,New York,2,0,1
2024-10-30,Detroit,Winnipeg,2,6,0
2024-10-30,Colorado,Tampa Bay,2,5,0
2024-10-30,Utah,Calgary,5,1,1
2024-10-30,Los Angeles,Vegas,6,3,1
2024-10-30,Vancouver,New Jersey,0,6,0
2024-10-31,Toronto,Seattle,4,1,1
2024-10-31,Philadelphia,St. Louis,2,1,1
2024-10-31,Pittsburgh,Anaheim,2,1,1
2024-10-31,Washington,Montréal,6,3,1
2024-10-31,Carolina,Boston,8,2,1
2024-10-31,Nashville,Edmonton,1,5,0
2024-10-31,San Jose,Chicago,3,2,1
2024-11-01,Dallas,Florida,4,6,0
2024-11-01,Buffalo,New York,3,4,0
2024-11-01,New York,Ottawa,2,1,1
2024-11-01,Columbus,Winnipeg,2,6,0
2024-11-01,Minnesota,Tampa Bay,5,3,1
2024-11-01,Calgary,New Jersey,3,0,1
2024-11-02,Florida,Dallas,4,2,1
2024-11-02,Philadelphia,Boston,0,3,0
2024-11-02,Los Angeles,Chicago,3,4,0
2024-11-02,Washington,Columbus,7,2,1
2024-11-02,Ottawa,Seattle,3,0,1
2024-11-02,Detroit,Buffalo,2,1,1
2024-11-02,Pittsburgh,Montréal,3,1,1
2024-11-02,St. Louis,Toronto,4,2,1
2024-11-02,Nashville,Colorado,5,2,1
2024-11-02,Vegas,Utah,4,3,1
2024-11-02,San Jose,Vancouver,2,3,0
2024-11-03,New York,New York,5,2,1
2024-11-03,Winnipeg,Tampa Bay,7,4,1
2024-11-03,Boston,Seattle,2,0,1
2024-11-03,Carolina,Washington,4,2,1
2024-11-03,Minnesota,Toronto,2,1,1
2024-11-03,Calgary,Edmonton,2,4,0
2024-11-03,Anaheim,Chicago,2,4,0
2024-11-04,Nashville,Los Angeles,0,3,0
2024-11-04,Edmonton,New Jersey,0,3,0
2024-11-05,Buffalo,Ottawa,5,1,1
2024-11-05,Toronto,Boston,4,0,1
2024-11-05,Montréal,Calgary,2,3,0
2024-11-05,Carolina,Philadelphia,6,4,1
2024-11-05,New York,Pittsburgh,4,3,1
2024-11-05,St. Louis,Tampa Bay,3,2,1
2024-11-05,Minnesota,Los Angeles,1,5,0
2024-11-05,Winnipeg,Utah,3,0,1
2024-11-05,Colorado,Seattle,6,3,1
2024-11-05,Anaheim,Vancouver,1,5,0
2024-11-05,San Jose,Columbus,2,1,1
2024-11-06,Washington,Nashville,3,2,1
2024-11-06,Chicago,Detroit,1,4,0
2024-11-06,Edmonton,Vegas,2,4,0
2024-11-07,Boston,Calgary,4,3,1
2024-11-07,Ottawa,New York,2,4,0
2024-11-07,Florida,Nashville,6,2,1
2024-11-07,New Jersey,Montréal,5,3,1
2024-11-07,New York,Buffalo,1,6,0
2024-11-07,Carolina,Pittsburgh,5,1,1
2024-11-07,Tampa Bay,Philadelphia,1,2,0
2024-11-07,St. Louis,Utah,2,4,0
2024-11-07,Dallas,Chicago,3,1,1
2024-11-07,Winnipeg,Colorado,1,0,1
2024-11-07,Los Angeles,Vancouver,2,4,0
2024-11-07,San Jose,Minnesota,2,5,0
2024-11-08,Toronto,Detroit,3,1,1
2024-11-08,Washington,Pittsburgh,2,4,0
2024-11-08,Anaheim,Minnesota,2,5,0
2024-11-08,Seattle,Vegas,4,3,1
2024-11-09,Buffalo,Calgary,3,2,1
2024-11-09,Winnipeg,Dallas,4,1,1
2024-11-09,Florida,Philadelphia,4,3,1
2024-11-09,Boston,Ottawa,2,3,0
2024-11-09,Toronto,Montréal,4,1,1
2024-11-09,Detroit,New York,0,4,0
2024-11-09,St. Louis,Washington,1,8,0
2024-11-09,New York,New Jersey,3,4,0
2024-11-09,Nashville,Utah,4,0,1
2024-11-09,Colorado,Carolina,6,4,1
2024-11-09,Los Angeles,Columbus,5,2,1
2024-11-09,Vancouver,Edmonton,3,7,0
2024-11-10,New Jersey,San Jose,0,1,0
2024-11-10,Chicago,Minnesota,2,1,1
2024-11-10,Anaheim,Columbus,4,2,1
2024-11-11,Buffalo,Montréal,5,7,0
2024-11-11,Philadelphia,San Jose,4,3,1
2024-11-11,Pittsburgh,Dallas,1,7,0
2024-11-11,Calgary,Los Angeles,3,1,1
2024-11-11,Colorado,Nashville,3,2,1
2024-11-11,Vegas,Carolina,2,5,0
2024-11-12,Toronto,Ottawa,0,3,0
2024-11-12,New York,Winnipeg,3,6,0
2024-11-12,Florida,New Jersey,1,4,0
2024-11-12,St. Louis,Boston,2,3,0
2024-11-12,Edmonton,New York,4,3,1
2024-11-12,Vancouver,Calgary,3,1,1
2024-11-12,Seattle,Columbus,5,2,1
2024-11-13,Pittsburgh,Detroit,2,3,0
2024-11-13,Washington,Toronto,3,4,0
2024-11-13,Utah,Carolina,4,1,1
2024-11-13,Colorado,Los Angeles,4,2,1
2024-11-13,Anaheim,Vegas,2,3,0
2024-11-14,Ottawa,Philadelphia,4,5,0
2024-11-14,Tampa Bay,Winnipeg,4,1,1
2024-11-14,Florida,New Jersey,2,6,0
2024-11-14,New York,San Jose,3,2,1
2024-11-14,Buffalo,St. Louis,4,3,1
2024-11-14,Dallas,Boston,7,2,1
2024-11-14,Minnesota,Montréal,3,0,1
2024-11-14,Edmonton,Nashville,3,2,1
2024-11-14,Vancouver,New York,2,5,0
2024-11-14,Seattle,Chicago,3,1,1
2024-11-15,Columbus,Pittsburgh,6,2,1
2024-11-15,Colorado,Washington,2,5,0
2024-11-15,Calgary,Nashville,2,0,1
2024-11-15,Utah,Vegas,2,4,0
2024-11-15,Anaheim,Detroit,6,4,1
2024-11-16,Boston,St. Louis,2,3,0
2024-11-16,Seattle,New York,3,2,1
2024-11-16,Toronto,Edmonton,4,3,1
2024-11-16,Montréal,Columbus,5,1,1
2024-11-16,Tampa Bay,New Jersey,4,0,1
2024-11-16,Florida,Winnipeg,5,0,1
2024-11-16,Philadelphia,Buffalo,5,2,1
2024-11-16,Pittsburgh,San Jose,4,3,1
2024-11-16,Carolina,Ottawa,4,0,1
2024-11-16,Minnesota,Dallas,1,2,0
2024-11-16,Los Angeles,Detroit,4,1,1
2024-11-16,Vancouver,Chicago,4,1,1
2024-11-17,Carolina,St. Louis,4,1,1
2024-11-17,Vegas,Washington,2,5,0
2024-11-17,Seattle,New York,0,2,0
2024-11-17,Vancouver,Nashville,3,5,0
2024-11-18,Boston,Columbus,1,5,0
2024-11-18,Philadelphia,Colorado,2,3,0
2024-11-18,Montréal,Edmonton,3,0,1
2024-11-18,Dallas,Anaheim,2,4,0
2024-11-18,Utah,Washington,2,6,0
2024-11-18,San Jose,Detroit,5,4,1
2024-11-19,Ottawa,Edmonton,2,5,0
2024-11-19,Pittsburgh,Tampa Bay,2,3,0
2024-11-19,St. Louis,Minnesota,2,4,0
2024-11-19,Winnipeg,Florida,6,3,1
2024-11-19,Chicago,Anaheim,2,3,0
2024-11-19,Calgary,New York,2,1,1
2024-11-19,Vancouver,New York,3,4,0
2024-11-20,Toronto,Vegas,3,0,1
2024-11-20,Philadelphia,Carolina,1,4,0
2024-11-20,Dallas,San Jose,5,2,1
2024-11-20,Seattle,Nashville,3,0,1
2024-11-20,Los Angeles,Buffalo,0,1,0
2024-11-21,Boston,Utah,1,0,1
2024-11-21,Ottawa,Vegas,2,3,0
2024-11-21,Detroit,New York,2,1,1
2024-11-21,New Jersey,Carolina,4,2,1
2024-11-21,Washington,Colorado,1,2,0
2024-11-21,Columbus,Tampa Bay,7,6,1
2024-11-21,St. Louis,San Jose,3,2,1
2024-11-21,Chicago,Florida,3,1,1
2024-11-21,Calgary,New York,3,2,1
2024-11-21,Edmonton,Minnesota,3,5,0
2024-11-22,Pittsburgh,Winnipeg,1,4,0
2024-11-22,Anaheim,Buffalo,2,3,0
2024-11-23,Philadelphia,Chicago,3,2,1
2024-11-23,Calgary,Minnesota,4,3,1
2024-11-23,Los Angeles,Seattle,2,1,1
2024-11-23,Florida,Colorado,4,7,0
2024-11-23,Montréal,Vegas,2,6,0
2024-11-23,Ottawa,Vancouver,3,4,0
2024-11-23,Detroit,Boston,1,2,0
2024-11-23,Tampa Bay,Dallas,2,4,0
2024-11-23,Pittsburgh,Utah,1,6,0
2024-11-23,Washington,New Jersey,2,3,0
2024-11-23,Columbus,Carolina,5,4,1
2024-11-23,Nashville,Winnipeg,4,1,1
2024-11-23,New York,St. Louis,3,1,1
2024-11-23,San Jose,Buffalo,2,4,0
2024-11-23,Edmonton,New York,6,2,1
2024-11-24,Toronto,Utah,3,2,1
2024-11-25,Tampa Bay,Colorado,8,2,1
2024-11-25,Florida,Washington,1,4,0
2024-11-25,New Jersey,Nashville,5,2,1
2024-11-25,New York,St. Louis,2,5,0
2024-11-25,Philadelphia,Vegas,4,5,0
2024-11-25,Carolina,Dallas,6,4,1
2024-11-25,Ottawa,Calgary,4,3,1
2024-11-25,New York,Detroit,2,4,0
2024-11-25,Minnesota,Winnipeg,1,4,0
2024-11-25,Anaheim,Seattle,2,3,0
2024-11-25,San Jose,Los Angeles,7,2,1
2024-11-26,Boston,Vancouver,0,2,0
2024-11-26,Montréal,Utah,2,3,0
2024-11-27,Buffalo,Minnesota,0,1,0
2024-11-27,New Jersey,St. Louis,0,3,0
2024-11-27,Carolina,New York,4,3,1
2024-11-27,Detroit,Calgary,2,1,1
2024-11-27,Tampa Bay,Washington,4,5,0
2024-11-27,Florida,Toronto,5,1,1
2024-11-27,New York,Boston,3,6,0
2024-11-27,Pittsburgh,Vancouver,5,4,1
2024-11-27,Columbus,Montréal,3,4,0
2024-11-27,Nashville,Philadelphia,2,3,0
2024-11-27,Chicago,Dallas,6,2,1
2024-11-27,Colorado,Vegas,2,1,1
2024-11-27,Los Angeles,Winnipeg,4,1,1
2024-11-27,Seattle,Anaheim,2,5,0
2024-11-27,San Jose,Ottawa,3,4,0
2024-11-29,Philadelphia,New York,3,1,1
2024-11-29,Minnesota,Chicago,3,2,1
2024-11-29,Buffalo,Vancouver,3,4,0
2024-11-29,Detroit,New Jersey,4,5,0
2024-11-29,Washington,New York,5,4,1
2024-11-29,Carolina,Florida,3,6,0
2024-11-29,Columbus,Calgary,5,2,1
2024-11-29,Nashville,Tampa Bay,2,3,0
2024-11-29,Anaheim,Los Angeles,1,2,0
2024-11-29,San Jose,Seattle,8,5,1
2024-11-29,Boston,Pittsburgh,1,2,0
2024-11-29,Vegas,Winnipeg,4,3,1
2024-11-29,Dallas,Colorado,5,3,1
2024-11-29,Utah,Edmonton,3,4,0
2024-11-30,New York,Montréal,4,3,1
2024-11-30,Florida,Carolina,6,0,1
2024-11-30,Tampa Bay,Toronto,3,5,0
2024-11-30,New Jersey,Washington,5,6,0
2024-11-30,Pittsburgh,Calgary,6,2,1
2024-11-30,St. Louis,Philadelphia,2,3,0
2024-11-30,Los Angeles,Ottawa,5,2,1
2024-11-30,New York,Buffalo,3,0,1
2024-11-30,Minnesota,Nashville,3,2,1
2024-11-30,Colorado,Edmonton,1,4,0
2024-11-30,Vegas,Utah,0,6,0
2024-11-30,Seattle,San Jose,2,4,0
2024-12-01,Detroit,Vancouver,4,5,0
2024-12-01,Boston,Montréal,6,3,1
2024-12-01,Chicago,Columbus,3,6,0
2024-12-01,Dallas,Winnipeg,3,1,1
2024-12-01,Anaheim,Ottawa,4,3,1
2024-12-02,New York,New Jersey,1,5,0
2024-12-02,Toronto,Chicago,4,1,1
2024-12-02,Utah,Dallas,1,2,0
2024-12-03,Boston,Detroit,3,2,1
2024-12-03,Buffalo,Colorado,4,5,0
2024-12-03,Montréal,New York,2,1,1
2024-12-03,Pittsburgh,Florida,5,4,1
2024-12-03,Washington,San Jose,1,2,0
2024-12-03,Carolina,Seattle,2,4,0
2024-12-03,Minnesota,Vancouver,3,2,1
2024-12-03,Winnipeg,St. Louis,1,4,0
2024-12-03,Calgary,Columbus,3,0,1
2024-12-03,Vegas,Edmonton,1,0,1
2024-12-04,Toronto,Nashville,3,2,1
2024-12-04,Chicago,Boston,2,4,0
2024-12-04,Anaheim,Vegas,1,4,0
2024-12-04,Los Angeles,Dallas,3,2,1
2024-12-05,Buffalo,Winnipeg,2,3,0
2024-12-05,Montréal,Nashville,3,0,1
2024-12-05,Ottawa,Detroit,2,1,1
2024-12-05,Tampa Bay,San Jose,8,1,1
2024-12-05,Philadelphia,Florida,5,7,0
2024-12-05,Carolina,Colorado,5,3,1
2024-12-05,New York,Seattle,2,5,0
2024-12-05,Calgary,St. Louis,3,4,0
2024-12-05,Edmonton,Columbus,6,3,1
2024-12-06,Toronto,Washington,1,3,0
2024-12-06,New Jersey,Seattle,3,2,1
2024-12-06,New York,Pittsburgh,4,2,1
2024-12-06,Vancouver,Columbus,5,2,1
2024-12-06,Vegas,Dallas,3,2,1
2024-12-06,Anaheim,Minnesota,1,5,0
2024-12-07,Boston,Philadelphia,4,3,1
2024-12-07,Buffalo,Utah,2,5,0
2024-12-07,Chicago,Winnipeg,2,4,0
2024-12-07,New York,Carolina,4,3,1
2024-12-07,Florida,San Jose,3,1,1
2024-12-07,Montréal,Washington,2,4,0
2024-12-07,Ottawa,Nashville,3,1,1
2024-12-07,Detroit,Colorado,1,2,0
2024-12-07,Pittsburgh,Toronto,5,2,1
2024-12-07,Los Angeles,Minnesota,4,1,1
2024-12-07,Edmonton,St. Louis,4,2,1
2024-12-08,New York,Seattle,5,7,0
2024-12-08,Vancouver,Tampa Bay,2,4,0
2024-12-08,Ottawa,New York,2,4,0
2024-12-08,Winnipeg,Columbus,1,4,0
2024-12-08,New Jersey,Colorado,0,4,0
2024-12-08,Philadelphia,Utah,2,4,0
2024-12-08,Dallas,Calgary,6,2,1
2024-12-09,Buffalo,Detroit,5,6,0
2024-12-09,New York,Chicago,1,2,0
2024-12-09,Montréal,Anaheim,3,2,1
2024-12-10,New Jersey,Toronto,1,2,0
2024-12-10,Pittsburgh,Colorado,2,6,0
2024-12-10,Carolina,San Jose,3,2,1
2024-12-10,Columbus,Philadelphia,3,5,0
2024-12-10,New York,Los Angeles,1,3,0
2024-12-10,Nashville,Calgary,3,4,0
2024-12-10,Winnipeg,Boston,8,1,1
2024-12-10,Edmonton,Tampa Bay,2,1,1
2024-12-10,Utah,Minnesota,4,5,0
2024-12-10,Vancouver,St. Louis,3,4,0
2024-12-10,Seattle,Florida,1,2,0
2024-12-11,Buffalo,New York,2,3,0
2024-12-11,Ottawa,Anaheim,5,1,1
2024-12-12,Toronto,Anaheim,3,2,1
2024-12-12,Montréal,Pittsburgh,2,9,0
2024-12-12,New Jersey,Los Angeles,3,1,1
2024-12-12,Philadelphia,Detroit,4,1,1
2024-12-12,Columbus,Washington,1,2,0
2024-12-12,New York,Chicago,5,4,1
2024-12-12,St. Louis,San Jose,3,4,0
2024-12-12,Dallas,Nashville,1,4,0
2024-12-12,Winnipeg,Vegas,2,3,0
2024-12-12,Minnesota,Edmonton,1,7,0
2024-12-12,Colorado,Utah,1,4,0
2024-12-12,Calgary,Tampa Bay,3,8,0
2024-12-12,Vancouver,Florida,4,0,1
2024-12-12,Seattle,Boston,5,1,1
2024-12-13,Carolina,Ottawa,0,3,0
2024-12-14,New Jersey,Chicago,4,1,1
2024-12-14,New York,Los Angeles,1,5,0
2024-12-14,Minnesota,Philadelphia,4,1,1
2024-12-14,Edmonton,Vegas,6,3,1
2024-12-14,Ottawa,Pittsburgh,3,2,1
2024-12-14,Detroit,Toronto,4,2,1
2024-12-14,Washington,Buffalo,4,2,1
2024-12-14,Columbus,Anaheim,3,4,0
2024-12-14,Winnipeg,Montréal,4,2,1
2024-12-14,Dallas,St. Louis,2,1,1
2024-12-14,Colorado,Nashville,5,2,1
2024-12-14,Calgary,Florida,3,0,1
2024-12-14,Vancouver,Boston,1,5,0
2024-12-14,San Jose,Utah,3,4,0
2024-12-14,Seattle,Tampa Bay,1,5,0
2024-12-15,Chicago,New York,5,3,1
2024-12-15,Toronto,Buffalo,5,3,1
2024-12-15,Carolina,Columbus,4,1,1
2024-12-15,St. Louis,New York,3,2,1
2024-12-15,Minnesota,Vegas,2,3,0
2024-12-16,Dallas,Washington,3,1,1
2024-12-16,Edmonton,Florida,5,6,0
2024-12-16,Vancouver,Colorado,3,1,1
2024-12-17,Montréal,Buffalo,6,1,1
2024-12-17,Tampa Bay,Columbus,5,3,1
2024-12-17,Pittsburgh,Los Angeles,3,2,1
2024-12-17,Carolina,New York,4,0,1
2024-12-17,St. Louis,New Jersey,1,4,0
2024-12-17,Nashville,New York,2,0,1
2024-12-17,Chicago,Washington,3,2,1
2024-12-17,Calgary,Boston,3,4,0
2024-12-17,Seattle,Ottawa,0,3,0
2024-12-17,San Jose,Winnipeg,3,4,0
2024-12-18,Detroit,Philadelphia,6,4,1
2024-12-18,Dallas,Toronto,3,5,0
2024-12-18,Minnesota,Florida,1,6,0
2024-12-18,Utah,Vancouver,3,2,1
2024-12-18,Anaheim,Winnipeg,3,2,1
2024-12-19,Tampa Bay,St. Louis,3,1,1
2024-12-19,Columbus,New Jersey,4,2,1
2024-12-19,Philadelphia,Los Angeles,3,7,0
2024-12-19,Nashville,Pittsburgh,4,5,0
2024-12-19,Chicago,Seattle,3,1,1
2024-12-19,Calgary,Ottawa,2,3,0
2024-12-19,Edmonton,Boston,3,2,1
2024-12-19,Vegas,Vancouver,3,1,1
2024-12-19,San Jose,Colorado,2,4,0
2024-12-20,Buffalo,Toronto,3,6,0
2024-12-20,Detroit,Montréal,3,4,0
2024-12-20,Florida,St. Louis,2,1,1
2024-12-20,Washington,Carolina,3,1,1
2024-12-20,Dallas,New York,1,3,0
2024-12-20,Minnesota,Utah,1,2,0
2024-12-20,Anaheim,Colorado,2,4,0
2024-12-21,Nashville,Los Angeles,3,2,1
2024-12-21,Calgary,Chicago,6,4,1
2024-12-21,Edmonton,San Jose,3,2,1
2024-12-21,Boston,Buffalo,3,1,1
2024-12-21,Toronto,New York,3,6,0
2024-12-21,Montréal,Detroit,5,1,1
2024-12-21,New Jersey,Pittsburgh,3,0,1
2024-12-21,Philadelphia,Columbus,5,4,1
2024-12-21,Winnipeg,Minnesota,5,0,1
2024-12-21,Vancouver,Ottawa,4,5,0
2024-12-21,Vegas,Seattle,6,2,1
2024-12-22,New York,Carolina,1,3,0
2024-12-22,Tampa Bay,Florida,2,4,0
2024-12-22,Washington,Los Angeles,3,1,1
2024-12-22,Utah,Anaheim,4,5,0
2024-12-22,Colorado,Seattle,5,2,1
2024-12-22,Edmonton,Ottawa,3,1,1
2024-12-23,New Jersey,New York,5,0,1
2024-12-23,Toronto,Winnipeg,2,5,0
2024-12-23,Boston,Washington,4,1,1
2024-12-23,Detroit,St. Louis,0,4,0
2024-12-23,Florida,Tampa Bay,0,4,0
2024-12-23,Pittsburgh,Philadelphia,7,3,1
2024-12-23,Columbus,Montréal,5,4,1
2024-12-23,New York,Buffalo,1,7,0
2024-12-23,Nashville,Carolina,5,2,1
2024-12-23,Minnesota,Chicago,4,3,1
2024-12-23,Vancouver,San Jose,4,3,1
2024-12-23,Utah,Dallas,2,3,0
2024-12-23,Vegas,Anaheim,3,1,1
2024-12-27,Buffalo,Chicago,6,2,1
2024-12-27,Detroit,Toronto,2,5,0
2024-12-27,New Jersey,Carolina,4,2,1
2024-12-27,Columbus,Boston,6,2,1
2024-12-27,St. Louis,Nashville,7,4,1
2024-12-27,Dallas,Minnesota,2,3,0
2024-12-27,Utah,Colorado,1,4,0
2024-12-27,San Jose,Vegas,3,6,0
2024-12-28,Florida,Montréal,0,4,0
2024-12-28,Vancouver,Seattle,4,5,0
2024-12-28,Anaheim,Philadelphia,1,3,0
2024-12-28,Los Angeles,Edmonton,4,3,1
2024-12-28,Boston,Columbus,4,0,1
2024-12-28,Toronto,Washington,2,5,0
2024-12-28,Tampa Bay,New York,6,2,1
2024-12-28,Carolina,New Jersey,5,2,1
2024-12-28,Winnipeg,Ottawa,4,2,1
2024-12-28,New York,Pittsburgh,6,3,1
2024-12-28,San Jose,Calgary,1,3,0
2024-12-29,St. Louis,Buffalo,2,4,0
2024-12-29,Anaheim,Edmonton,5,3,1
2024-12-29,Detroit,Washington,4,2,1
2024-12-29,Tampa Bay,Montréal,2,5,0
2024-12-29,Pittsburgh,New York,3,2,1
2024-12-29,Minnesota,Ottawa,1,3,0
2024-12-29,Vegas,Calgary,3,0,1
2024-12-29,Chicago,Dallas,1,5,0
2024-12-29,Los Angeles,Philadelphia,5,4,1
2024-12-30,Florida,New York,5,3,1
2024-12-30,Winnipeg,Nashville,3,0,1
2024-12-30,Seattle,Utah,5,2,1
